ids,smiles,inchikey_wo_last
CNP0214923.0,CCN(CC)Cc1nc(C2(O)CCN(CC3CC3)CC2)cs1,QHXXEVAODVBCIE-UHFFFAOYSA-
CNP0553941.1,C=C1[C@H](O)[C@H]2[C@@H](OC(C)=O)[C@@H](C)C[C@]2(OC(C)=O)C(=O)[C@H](C)[C@H]2O[C@@H]2C(C)(C)[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(C)=O,LVHWHBSDHWXKKF-BOWDUPKQSA-
CNP0382714.2,COc1ccc(OC)c(/C=C2\Oc3cc(OCC(=O)N[C@@H](C)C(=O)O)ccc3C2=O)c1,NFWKXZQCBKYKSC-AOPUEWEHSA-
LTS0119143,C=C[C@@](C)(CCC=C(C)C)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,WHIUAUUJNRUTEN-RAUALTMJSA-
CNP0419631.6,C[C@]12C=CC(=O)C=C1C=C[C@@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,DKVSUQWCZQBWCP-CFRSGVNKSA-
CNP0268432.6,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(/C)C[C@@H](OC(=O)[C@]3(CO)O[C@@H]3C)[C@@H]12,ZKDMWKFVIHFIKW-IDEFVXBXSA-
CNP0606697.2,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)CC,WSFJBYDMZZNXRN-RIVVNBGWSA-
LTS0228124,O=C(OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1O)c1cc(O)c(O)c(O)c1,LRSHPKZSGRNHIX-QLKOVTILSA-
CNP0152646.0,COc1cc(CCc2ccc(O)c(OC)c2)cc(OC)c1,DZXMJUKEEAOGQU-UHFFFAOYSA-
CNP0084776.1,CCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,IUUIEXFKBNBZAX-WHJULUMISA-
CNP0101449.3,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)/C=C\c3ccccc3)C(C)=C1C2(C)C,PPZXDJGRIUOJEB-FBCVFRJUSA-
CNP0017092.1,C[C@H](O)c1c(C(=O)N2CCN(c3ccccn3)CC2)onc1-c1ccc(Cl)cc1,PXASUYNJUDNYRJ-AWEZNQCLSA-
CNP0569311.1,CC(=O)O[C@@H]1C=C[C@](C)(O)C[C@@H](C)CC=C[C@H]2C=C(CO)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)N=C(O)[C@@]231,OCZJGPJVAQGKFA-ZCSAGYDNSA-
CNP0587265.1,CN1C(=O)[C@@]2(CCN(C(=O)c3ccc(C#N)cc3)C2)c2ccccc21,ZDUPNYZFHARHPN-HXUWFJFHSA-
LTS0039521,C=C1C(=O)OC2C(O)C(C)C3=CC(=O)C(C)(O3)C(O)C(OC(=O)C(C)=CC)C12,BOSMSDXDJXIVAW-UHFFFAOYSA-
LTS0132876,CC1(C)CCCC2(C)C(C=O)C(C=O)=CCC12,AZJUJOFIHHNCSV-UHFFFAOYSA-
CNP0031033.2,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@H](C(=O)O)c1ccccc1,ZJBPFSBDUVNICK-QFIPXVFZSA-
LTS0227177,C=C(CCC(C)C1CCC2C3=C(C(=O)CC21C)C1(C)CCC(=O)C(C)C1CC3)C(C)C(=O)OC,JVQOVXPSHOWVQH-UHFFFAOYSA-
CNP0104732.1,CO[C@H]1C[C@](C)(CCC=C(C)C)[C@@H](/C=C/OC(=O)C=C(C)C)c2c(oc(C)c2)[C@@]1(CO)OC,HCEAWAJJMTWPSQ-XRQKBPBSSA-
LTS0207759,CN1C(=O)C2=CC(=O)C(C)(C)OC2(O)c2ccc3OCOc3c21,QKCLNULBUXINJN-UHFFFAOYSA-
LTS0174772,C=C1CC23CC1(O)C(O)CC2C12CCC(O)C(C)(C(=O)O1)C2C3C(=O)O,SLQZHTBESWFEAE-UHFFFAOYSA-
CNP0521679.0,Cc1nn(-c2nc3ccccc3[nH]2)c(C)c1,RUGYNGIMTAFTLP-UHFFFAOYSA-
LTS0061333,CC1C(COC(=O)C=Cc2ccc(O)cc2)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,KZEFHUMSFIGJBU-UHFFFAOYSA-
CNP0245585.2,CC(C)(O)[C@H]1[C@@H]2OC(=O)[C@H]1[C@@H]1CC[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]1(C)[C@H]2O,QYQKFNGMKVSCEB-UWZVXLKCSA-
CNP0381556.3,C=C[C@]1(C)CC[C@H]2C(=C[C@H]3OC(=O)[C@@]4(C)C(=O)CC[C@@]2(C)[C@@H]34)C1,MPHXYQVSOFGNEN-QDJWUEDKSA-
CNP0065536.1,CC(=O)c1cccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(C3CCCC3)n2)c1,ZAMJCDJDOQHMMS-DXBBTUNJSA-
CNP0548146.1,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,OYNGPKGJSNVQOS-YMMKQRMDSA-
CNP0123419.1,CC(=O)O[C@@H]1[C@H](O)[C@H](O[C@@H]2CC[C@@]34C[C@@]35CC[C@@]3(C)[C@H]([C@@]6(C)C[C@@H](C(C)(C)O)CO6)[C@@H](O)C[C@]3(C)[C@H]5C[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@H]1O,QEQVFWRMJLHKMM-QZGOKQPLSA-
LTS0271862,CC[C@H](C)C(=O)O[C@H]1[C@@H](O)C[C@@H]2[C@@](C)([C@@H]3C[C@H]4CCO[C@H]4O3)[C@H](C)C[C@H](OC(C)=O)[C@@]2(COC(C)=O)[C@@]12CO2,XMVULWKEVGKECE-QSGDAXBNSA-
CNP0234967.8,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@@H](c4cocc4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23,JZIQWNPPBKFOPT-ZNMYWNGHSA-
CNP0594858.1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)O)c3)[C@@H](O)[C@@H]2O)[C@@H](OP(=O)(O)O)[C@@H]1O,GFNQFHVWGPUVBW-CXNRNHGWSA-
CNP0591660.2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,MYUWGUAYSIGUGL-ONJQXTFNSA-
CNP0446778.1,O=C(O)CCCC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(NC(=O)Cc3ccccc3)c(=O)n1C2,GQHSPWDARXUKMW-ZWKOTPCHSA-
LTS0037462,COc1cc([C@H]2O[C@@H](O)C3C2CO[C@@H]3c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O,BCIBSYKCKPSDSW-XNXGTZCGSA-
CNP0040904.2,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC[C@@H](COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCCC,LLTQYPOQKZYEMB-AKAJXFOGSA-
CNP0560470.1,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCC,KDOMXUFHXIWOIF-VHOLIDSSSA-
CNP0011084.1,CCC(CC)c1cc([C@H]2C[N@]3CC[C@H]2C[C@@H]3COC(=O)Nc2ccccc2)nc(-c2ccncc2)n1,GNEFEOZCKUCMKC-CAOCKLPOSA-
CNP0520342.2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,SFWGKPGCJSVXCM-HWMIBPLFSA-
CNP0209893.1,COC(=O)[C@H](O)[C@H]1[C@@]2(C)C[C@]3(OC(C)=O)[C@H]([C@@H](O)[C@@H]2O)[C@@]2(O)[C@H](CC[C@@]4(C)[C@H](c5cocc5)OC(=O)C[C@]24O)[C@]13C,JKZNLZAGGSTXMB-UKFXJTOVSA-
CNP0516451.0,OCc1c2ccccc2nc2c1[nH]c1ccccc12,RWJZVUQGEMKOJB-UHFFFAOYSA-
CNP0560753.1,C[C@H](O)[C@H](CCc1cccc2c1oc(-c1ccc(Cl)cc1)n2)n1cnc(C(N)=O)c1,SMFRBBHLVBWHGB-DJJJIMSYSA-
CNP0219252.4,COc1cc(-c2c(O[C@H]3O[C@@H](CO[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(=O)c3c(O)cc(O)c(O)c3o2)ccc1O,SZBSCNAFTSOCMN-DIWNTNEGSA-
CNP0263062.1,COCCCN(C[C@@H]1CCCN2CCCC[C@H]12)C(=O)C1CC(=O)N(C)C1c1ccc(OC)c(OC)c1OC,MBRAEVPSSZSKFZ-FAHHIQGDSA-
CNP0105775.3,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@H]7CC[C@]89C(=O)O[C@@](C)(CCCC(C)C)[C@H]8[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)O[C@@H]3C)OC[C@H]2O)O[C@H](CO)[C@H]1O,UHKUFLHMYURPLP-JIICXJDHSA-
CNP0257048.1,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CCOC(=O)c1cc(O)c(O)c(O)c1,UGWAFWFSLCHCJD-UVPQXQFPSA-
CNP0375745.1,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCC(C)CC,FFPCPCUQRSSBKV-SFHFHHNFSA-
CNP0572558.0,CCCCCCCCCCCCCCCCC=COC(COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,RGTWJEUZOMLQFH-UHFFFAOYSA-
LTS0028854,CC1OC(OC(C)C2(O)CCC3C4CC=C5CC(O)CCC5(C)C4CCC32C)CC(O)C1O,MQSVACYEBUOKAY-UHFFFAOYSA-
LTS0154582,COc1ccc(C2C(=O)c3c(O)cc(OC)cc3OC2C2Oc3cc(OC)cc(O)c3C(=O)C2c2ccc(O)cc2)cc1,XAUSQNNRKWXTIE-UHFFFAOYSA-
CNP0143161.2,COc1c2ccoc2c(C(C)(C)[C@H](O)CO)c2c1ccc(=O)o2,PEIKVIYNHNSILV-LLVKDONJSA-
CNP0036735.1,C=CCN(C)C(=O)[C@@H](C)[C@@H]1CC[C@]2(C)Cc3c(nc(-c4ccccc4)s3)[C@H](C)[C@@H]2[C@H]1O,HJOOKSMYAJJCEO-YJBXAXJDSA-
CNP0289361.2,C[C@]12CCC3C(CCC4=CC(O)CC[C@@]43C=O)C1(O)CCC2C1=CC(=O)OC1,JPIDFRQBAGAXJM-NGIHOKHASA-
CNP0235049.1,CC(/C=C/C=C(\C)C(O)[C@@H](C)[C@@H]1C[C@H](O)[C@@]2(C)O[C@@H]2/C=C/[C@@H](C)[C@H]2C[C@@H](C/C=C/C(=O)O1)CC(=O)O2)=C\c1coc(C)n1,YYOFGNLECBTAMN-QFTPTBSWSA-
CNP0197091.2,CC(C)[C@@H]1CC[C@](C)(N=C=S)[C@@H]2CC[C@@](C)(O)C=C12,RDQPBBPUCUTPAG-XZDPQHSOSA-
CNP0194728.2,C[C@@H](CCC[C@@H](CO)C(=O)O)[C@H]1CC[C@H]2[C@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,KMJVFJXNVQPDCP-CHFGABHGSA-
CNP0095456.1,CCCCCCCCC=CCCCCCCCCCC(=O)O[C@H](COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,HXUHHWPZGOIBGO-HUESYALOSA-
CNP0305909.1,CCCCCCCCCC(OC(=O)[C@H](CCCCN(O)C=O)NC(=O)c1c(C)oc(-c2ccccc2O)n1)C(C)(C)C(=O)NC1CCCCN(O)C1=O,ZZBSPTCNZDTZBR-QGXZNONUSA-
CNP0049861.1,CCCCCCCCCCCCCCCCC[C@H](O)[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)C[C@@H](C)C(=O)O[C@@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OS(=O)(=O)O)O[C@@H](CO)[C@H](O)[C@H]1OC(=O)CCCCCCCCCCCCCCC,VSRSIYNNTWVSNP-YJLCTNGSSA-
CNP0375230.0,COc1ccc(-c2cc(=O)oc3c(C)c4c(cc23)c(-c2ccc(-c3ccccc3)cc2)co4)cc1,BQLILXVDYMZBIS-UHFFFAOYSA-
CNP0169946.2,C=C(C)C(=O)O[C@H]1CC2=C[C@H](C[C@@]3(C)O[C@@H]3[C@H]3OC(=O)C(=C)[C@@H]31)O[C@@H]2OCC,ISTMZKUQIYPSSB-XMZYFPKTSA-
LTS0150713,C#CC=CCC(OC(C)=O)C(Cl)CC=CCCCCC,TZBIBCKLIXCLGL-UHFFFAOYSA-
CNP0303032.1,C[C@@]12CCC[C@@](C)(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]1CC[C@@]13C[C@@](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)(CC[C@H]12)[C@](C)(O)C3,JRITVVGPSXLNMR-MQVJRWFLSA-
LTS0037374,CCCCCc1cc(O)c(CC=C(C)CCC=C(C)C)c(O)c1C(=O)OC1(C)CCC(C(C)C)C2C=C(C)CCC21,RIKKBBVWCNNHHE-UHFFFAOYSA-
CNP0497873.1,CCC1(C2=C3OC(=O)C4=C3[C@@H](CC2)C[C@H]2C3CC[C@]5(C6=C3[C@H](CN3C(=O)C=CC3=O)c3ccnc7c3C=C[C@@H](N7)SS[C@@H](N[C@H]3CC[C@@H]7CCC[C@@H](Cc8c[nH]cn8)[C@@H]7[C@@H]3O)[C@@H]([C@H]3[C@H]7C[C@@H]8C[C@@H](CO)CC9C#C[C@H]7C(=C[C@H]3C8)CCc3ccccc3C[C@@H]9O)C/C=C/5OC6=O)[C@@H]42)CCCC1,ILYVGCOHQVCNNC-KUPIJZEKSA-
LTS0130579,C=C1C2CCC(C2)C1(C)CC/C=C(/C)CO,OJYKYCDSGQGTRJ-WZUFQYTHSA-
CNP0295122.2,COc1ccc(-c2c3[C@@H]4C[C@@H](CN(Cc5ccccn5)C4)Cn3c(=O)cc2)cc1,NPNVWFZONNXCNM-PKOBYXMFSA-
CNP0061321.4,CC[C@H](C)C[C@@H](NC(=O)c1cccc2c1CCC2=O)C(=O)OC,YTCJREVRPOFTPT-XHDPSFHLSA-
LTS0093068,CCC[C@@H](C)/C=C(\C)[C@@H]1O[C@](O)(CC)[C@@H](C)C(=O)[C@H]1C,VSLOKGKYPXNWPS-JUARCADASA-
CNP0352050.0,O=c1c2ccccc2nc2-c3c(CCn21)c1ccccc1[nH]3,ACVGWSKVRYFWRP-UHFFFAOYSA-
CNP0482978.0,CN(C)C(C)(C)C(=O)O,NTWMEKOIKAVWGG-UHFFFAOYSA-
CNP0023014.1,C=C[C@](C)(CC/C=C(\C)CC/C=C(\C)CC/C=C(/C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,FACCHJQUIWTMKE-QTYBHXFPSA-
CNP0202883.1,CC(=O)O[C@H](CC(=O)O)[C@]1(C)[C@H]2CC[C@@](C)([C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3ccco3)[C@@]3(O[C@@H]3C(=O)O)[C@]2(C)C(=O)C[C@H]1C(C)(C)O,OSWGSFVZXFYQJM-RFDVNOEESA-
LTS0236965,CC1=CC(=O)C2(C)CCC(O)(C(C)C)C2C(OC(=O)CC(C)C)C1,GAXAXYHMNNUEMY-UHFFFAOYSA-
CNP0033404.1,CC(=O)Nc1ccc(-c2ccc3[C@@H]4C[C@@H](CN(C(=O)c5ccccc5)C4)Cn3c2=O)cc1,NDBZKXANYQTXEB-GHTZIAJQSA-
LTS0140967,CCC(C)(O)C(=O)NC1CCCN1C(=O)C1C(c2ccccc2)C2(c3ccc(OC)cc3)Oc3cc4c(cc3C1(O)C2O)OCO4,FKUORNTXVMLYHC-UHFFFAOYSA-
CNP0531422.0,Nc1cccc2c(S(=O)(=O)O)cccc12,DQNAQOYOSRJXFZ-UHFFFAOYSA-
CNP0074883.1,CCCCCCN1C[C@@H]2Oc3ccccc3C(=O)N(C)[C@@H]2C1,AKDNEMOSWFDGCO-WBVHZDCISA-
CNP0416357.1,COc1ccc(C(=O)N2C[C@@H]3COCCN3C3(C2)CN(C(=O)C(C)(C)C)C3)cc1,ALEXRAQBWFZEIX-QGZVFWFLSA-
CNP0576992.1,CCCCCCC[C@H]1OC(=O)CC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,OOKZFSOXPOOYFR-XDDOSOJWSA-
CNP0006559.1,CC1(C)[C@H](Cc2noc(COc3ccccc3)c2)C[C@@H]1NC(=O)COc1ccccc1,JGUGQLCGJXSAPA-JPYJTQIMSA-
CNP0105878.8,O=C1c2cc3c(cc2[C@@H]2C[C@@H](OCc4ccccc4)CC[C@@H]2N1Cc1ccccc1)OCO3,DSTSQAROMMWVIN-RSEQLOHWSA-
CNP0570457.3,CC(C)CN1CC(=O)N2[C@H](c3ccc([N+](=O)[O-])cc3)c3c(C[C@H]2C1=O)c1ccccc1[nH]3,IPESCDKHOHDSIF-NZQKXSOJSA-
LTS0095448,C=C1[C@@H](O)C2/C=C/C[C@@H](C)CCC[C@@H](O)/C=C/C(=O)OC23C(O)=N[C@@H](Cc2ccccc2)[C@@H]3[C@H]1C,GBOGMAARMMDZGR-WKODCPSNSA-
CNP0548042.1,COc1cccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1C(=O)OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,ROYMJDOQYSKHIB-LCENJUANSA-
CNP0097924.1,CCCCC[C@H]1C[C@H]2[C@@H]3N[C@H](CNC)CC[C@@H]3C[C@@]34[C@@H](O)[C@@H]5C=C[C@H]6C[C@]5(C)C[C@](O)(C6)[C@@H]3C[C@]24C1,BQBFTNPWAVYULJ-OKFAVWGWSA-
CNP0400257.2,COc1c2C(=O)O[C@H](C)CCCC(=O)CCCC=Cc2cc2c1[C@@H](c1ccccc1)CC(=O)O2,KAIDUUNCYDXEDE-XMSQKQJNSA-
CNP0241240.1,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,YFVGIJBUXMQFOF-BBVVMKNLSA-
CNP0331083.0,CC(C)Cc1cc(CC2(NCc3ccc(N(C)C)cc3)COC2)no1,UTNASQLLQFWNKD-UHFFFAOYSA-
CNP0130910.0,COc1cc2c3c(c1OC)oc(=O)c1cc4c(oo4)c(c13)oc2=O,KFJCJZYMDNJCMY-UHFFFAOYSA-
CNP0314081.0,COC(=O)c1c(C)c(Oc2cc(C)cc(O)c2C=O)c(O)c(C)c1O,OAMRGESDIWIMID-UHFFFAOYSA-
CNP0139806.1,C/C=C(\C)C(CCC(C)CCCC(C)CCCC(C)C)O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(OC)c(OC)c4)oc3c2)O[C@@H]1CO,NJNVTGXVNWOETM-YDYICKJWSA-
CNP0399759.0,COc1ccc2c(c1)ccn2CCNC(=O)c1cc(=O)n(C)c2ccccc12,LROTYTVOGIMGMX-UHFFFAOYSA-
CNP0292241.1,C[C@H](CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](OS(=O)(=O)O)C[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,KQYLGZBUZREODJ-FWSUTEMSSA-
CNP0411775.0,CC1(C)CCC2(C)CCC3(C)C(=C2C1)CCC1C2(C)C4OC(OC4=O)C(C)(C)C2CCC13C,HEFCUAAAIFINKE-UHFFFAOYSA-
LTS0275935,COC(=O)C[C@](O)(CCCCC(C)C)C(=O)O[C@@H]1C(OC)=C[C@@]23CCCN2CCc2cc4c(cc2C13)OCO4,DRSNAXRLOVPLKQ-JXLDNCARSA-
CNP0443103.2,CCNC(=O)O[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2NC(=O)c1ccc2OCOc2c1,DNPHHSBRSXGNQB-FBUXBERBSA-
LTS0205437,CC(=O)NC(CO)C(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)C(O)C(O)COC1(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1,IFADXHYXCQZXBV-UHFFFAOYSA-
CNP0472323.1,CN(C)c1ccc(NC(=S)NC[C@H]2C[C@@H]3CC[N@@]2C[C@@H]3CN2CCc3ccccc32)cc1,WFCAAMIWEFQOOG-YZUZCNPQSA-
CNP0389318.0,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(C)=O,VKVDYPHLGLIXAG-UHFFFAOYSA-
CNP0490753.0,Cn1c(=O)c2c(nc(Oc3ccc(Oc4ncc(Cl)cc4Cl)cc3)n2Cc2cc3c(cc2Cl)OCO3)n(C)c1=O,NPGIWDJYVQRICW-UHFFFAOYSA-
CNP0592105.1,COCNc1cc2c3CO[C@@H](CCC[C@H](CCc4ccc(O)c(Cc5cccc(O)c5)c4)C#C2)C[C@H](O)[C@@H]2CCc4c(ccc(O)c4OCc4cc([C@@]56CCOC[C@H]5CCc5ccccc56)cc5cn(cc45)-c3n1)C2,HNNDQASJJHBMKN-ZDHIRRSISA-
CNP0511680.1,CCC(C)[C@H](NC(=O)Cc1c(-c2ccccc2)oc2c1C(=O)[C@@]1(Oc3c(Cl)c(OC)cc(OC)c3C1=O)[C@H](C)C2)C(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2,ZINMJSQCMWFPGQ-OWPQBCNKSA-
CNP0560425.2,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC,SQBDDDVDIJJJPO-HFOCLLNPSA-
CNP0156318.1,CC(=O)O[C@@H]1[C@@H]2[C@@H](OC(=O)c3cccnc3)[C@@]34CO[C@@](C)([C@@H](OC(=O)c5cccnc5)[C@@]2(OC(C)=O)C[C@@H]1C)[C@@H]3[C@@H]1[C@@H](C[C@]1(C)OC(C)=O)[C@@H](OC(=O)C(C)C)C4=O,SFRUFYGQPTWCSY-IEFGMLJXSA-
CNP0216354.1,C[C@H](CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@H]2C3=C(C(=O)[C@@H](O)[C@@H]21)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)C(=O)O,HHKPTGQOMOPNAR-RVTZKISTSA-
CNP0213368.1,CC(=O)[C@@H]1C(=O)[C@H](C)CC(C)(C)C1=O,NZMPUCGPIWVSMA-HTRCEHHLSA-
CNP0156828.2,C[C@H](CCO)CCC1=C(C(=O)O)[C@H](O)C[C@H]2C(C)(C)CCC[C@]12C,RKAPARDPGINYIT-NCLAMWEWSA-
CNP0283196.4,COc1cc(-c2c(O[C@H]3O[C@@H](CO[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(=O)c3c(O)cc(O)c(OC)c3o2)ccc1O,SCMBTGLLYCNHPV-VYRXLXIBSA-
CNP0598727.1,CC(C)[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H]1CCNC(=N)N1)C(=O)N[C@H](C=O)Cc1ccc(O)cc1,SKHDFIKUCOZOMN-OQYVTVKQSA-
CNP0203642.0,COc1cc(O)c(O)c(CC=C(C)C)c1-c1coc2cc(O)cc(O)c2c1=O,SEUWRLQJBMWXPD-UHFFFAOYSA-
CNP0287100.0,CNc1ccccc1C(=O)N(C)CCc1ccccc1,JAJBUOVWUCTBMY-UHFFFAOYSA-
CNP0213395.1,CC(C)C[C@@H]1OC(=O)CCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,IJDTVXRKNBFBLO-OLAIZJASSA-
CNP0234127.1,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,PTFCPFGOQGDWNM-KZAOFWEMSA-
CNP0298958.2,CC(=O)OC[C@@]12[C@@H](OC(=O)C(C)C)C[C@@]3(C)O[C@@]4(COC(=O)C4)C[C@H](OC(C)=O)[C@]3(C)[C@H]1CCC[C@]21CO1,IDFGPSFGOXFUHL-VKUIMKHISA-
CNP0352244.1,C/C=C/[C@@H]1O[C@H](C/C=C/C=C/C[C@H](/C=C(C)\C=C\[C@H]2CC=CC(=O)O2)CC)C[C@@H](O)[C@@H]1C,JUGFGOUDVBOZAE-CHQFSNRWSA-
CNP0539841.1,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,DLPMNSVMPLSBDG-VNFMTVPSSA-
